Symbol,Name
GS,"The Goldman Sachs Group, Inc."
MSFT,Microsoft Corporation
CAT,Caterpillar Inc.
HD,"The Home Depot, Inc."
UNH,UnitedHealth Group Incorporated
AXP,American Express Company
SHW,Sherwin-Williams
V,Visa Inc.
IBM,International Business Machines Corporation
MCD,McDonald's Corporation
JPM,JPMorgan Chase & Co.
AMGN,Amgen Inc.
AAPL,Apple Inc.
TRV,"The Travelers Companies, Inc."
CRM,"Salesforce, Inc."
AMZN,"Amazon.com, Inc.amazon.com"
BA,The Boeing Company
HON,Honeywell International Inc.
NVDA,Nvidia
JNJ,Johnson & Johnson
MMM,3M Company
CVX,Chevron Corporation
PG,The Procter & Gamble Company
DIS,The Walt Disney Company
WMT,Walmart Inc.
MRK,"Merck & Co., Inc."
CSCO,"Cisco Systems, Inc."
KO,The Coca-Cola Company
NKE,"Nike, Inc."
VZ,Verizon Communications Inc.
