Symbol,Name
ABB,ABB
ACC,ACC
AMBUJACEM,AMBUJACEM
AXISBANK,AXISBANK
BHARTIARTL,BHARTIARTL
BHEL,BHEL
BPCL,BPCL
CAIRN,CAIRN
CIPLA,CIPLA
DLF,DLF
GAIL,GAIL
GRASIM,GRASIM
HCLTECH,HCLTECH
HDFC,HDFC
HDFCBANK,HDFCBANK
HEROMOTOCO,HEROMOTOCO
HINDALCO,HINDALCO
HINDUNILVR,HINDUNILVR
ICICIBANK,ICICIBANK
IDEA,IDEA
INFY,INFY
ITC,ITC
LT,LT
M&M,M&M
MARUTI,MARUTI
NATIONALUM,NATIONALUM
NTPC,NTPC
ONGC,ONGC
PNB,PNB
POWERGRID,POWERGRID
RANBAXY,RANBAXY
RCOM,RCOM
RELCAPITAL,RELCAPITAL
RELIANCE,RELIANCE
RELINFRA,RELINFRA
RPL,RPL
RPOWER,RPOWER
SAIL,SAIL
SBIN,SBIN
SIEMENS,SIEMENS
STER,STER
SUNPHARMA,SUNPHARMA
SUZLON,SUZLON
TATACOMM,TATACOMM
TATAMOTORS,TATAMOTORS
TATAPOWER,TATAPOWER
TATASTEEL,TATASTEEL
TCS,TCS
UNITECH,UNITECH
WIPRO,WIPRO
