Symbol,Name
NVDA,Nvidia
AAPL,Apple Inc.
MSFT,Microsoft
AMZN,Amazon
GOOGL,Alphabet Inc. (Class A)
GOOG,Alphabet Inc. (Class C)
META,Meta Platforms
AVGO,Broadcom Inc.
TSLA,"Tesla, Inc."
PLTR,Palantir Technologies
ASML,ASML Holding
NFLX,Netflix
COST,Costco
AMD,Advanced Micro Devices Inc.
MU,Micron Technology
CSCO,Cisco
AZN,AstraZeneca
APP,Applovin Corp
TMUS,T-Mobile US
LRCX,Lam Research
SHOP,Shopify
AMAT,Applied Materials
ISRG,Intuitive Surgical
LIN,Linde plc
PEP,PepsiCo
INTU,Intuit
QCOM,Qualcomm
INTC,Intel
AMGN,Amgen
BKNG,Booking Holdings
KLAC,KLA Corporation
PDD,PDD Holdings
TXN,Texas Instruments
GILD,Gilead Sciences
ADBE,Adobe Inc.
ADI,Analog Devices
PANW,Palo Alto Networks
HON,Honeywell
CRWD,CrowdStrike
ARM,Arm Holdings
VRTX,Vertex Pharmaceuticals
CEG,Constellation Energy
CMCSA,Comcast
ADP,ADP
MELI,MercadoLibre
DASH,DoorDash
SBUX,Starbucks
SNPS,Synopsys
CDNS,Cadence Design Systems
MAR,Marriott International
ABNB,Airbnb
REGN,Regeneron Pharmaceuticals
ORLY,O'Reilly Automotive
CTAS,Cintas
MNST,Monster Beverage
MRVL,Marvell Technology
WBD,Warner Bros. Discovery
MDLZ,Mondelez International
CSX,CSX Corporation
ADSK,Autodesk
AEP,American Electric Power
TRI,Thomson Reuters Corporation
FTNT,Fortinet
ROST,Ross Stores
PCAR,Paccar
WDAY,"Workday, Inc."
PYPL,PayPal
NXPI,NXP Semiconductors
IDXX,Idexx Laboratories
EA,Electronic Arts
ROP,Roper Technologies
DDOG,Datadog
TTWO,Take-Two Interactive
FAST,Fastenal
BKR,Baker Hughes
AXON,Axon Enterprise Inc.
MSTR,MicroStrategy Inc.
EXC,Exelon
XEL,Xcel Energy
FANG,Diamondback Energy
TEAM,Atlassian
CCEP,Coca-Cola Europacific Partners
PAYX,Paychex
CTSH,Cognizant
KDP,Keurig Dr Pepper
CPRT,Copart
GEHC,GE HealthCare
ZS,Zscaler
MCHP,Microchip Technology
ODFL,Old Dominion Freight Line
VRSK,Verisk
KHC,Kraft Heinz
CSGP,CoStar Group
CHTR,Charter Communications
DXCM,DexCom
BIIB,Biogen
LULU,Lululemon Athletica
ON,Onsemi
GFS,GlobalFoundries
TTD,Trade Desk (The)
CDW,CDW Corporation
