Symbol,Name
AALR3.SA,Alliar Rg
ABCB4.SA,ABC Br Conv Pfd Rg
ABEV3.SA,Ambev SA
ALSC3.SA,Aliansce Shop NM Rg
AMAR3.SA,Marisa Lojas NM Rg
ANIM3.SA,Gaec Educacao NM Rg
ARZZ3.SA,Arezzo Ind NM Rg
BBAS3.SA,Banco do Brasil NM
BBDC3.SA,Bradesco N1
BBDC4.SA,Bradesco Pfd N1
BBSE3.SA,BB Seguridade Rg
BEEF3.SA,Minerva NM Rg
BRAP4.SA,Bradespar Pfd Rg
BRFS3.SA,BRF NM
BRKM5.SA,Braskem Pfd Rg-A
BRML3.SA,BR Malls Part NM Rg
BRPR3.SA,BR Properties NM
BRSR6.SA,Banrisul Pfd Rg-B-B
BTOW3.SA,B2W Cia Digital NM
BVMF3.SA,B3 Rg
CCRO3.SA,CCR NM
CESP6.SA,CESP Pfd Rg-B
CGAS5.SA,Comgas Pfd Rg-A
CIEL3.SA,Cielo Rg
CMIG4.SA,Cemig Pfd N1
COCE5.SA,COELCE Pfd Rg-A
CPLE6.SA,Copel Pfd Rg-B
CSAN3.SA,Cosan NM Rg
CSMG3.SA,Cia Saneament MG Rg
CSNA3.SA,Sid Nacional Rg
CVCB3.SA,CVC Brasil NM Rg
CYRE3.SA,Cyrela Brazil
DIRR3.SA,Direcional NM Rg
DTEX3.SA,Duratex NM Rg
ECOR3.SA,EcoRodovias NM Rg
EGIE3.SA,ENGIE Brasil Rg
ELET3.SA,Eletrobras N1
ELET6.SA,Eletrobras Vz N-B
ELPL4.SA,Eletropaulo Pfd Rg
EMBR3.SA,Embraer NM
ENBR3.SA,Energias do Brsl Rg
EQTL3.SA,Eqtl Energia NM Rg
EVEN3.SA,Even Constr NM Rg
EZTC3.SA,Ez Tec NM Rg
FIBR3.SA,Fibria NM Rg
FLRY3.SA,Fleury NM Rg
GFSA3.SA,Gafisa NM Rg
GGBR3.SA,Gerdau N1 Rg
GGBR4.SA,Gerdau Pfd Rg
GOAU4.SA,Gerdau Met Pfd Rg
GOLL4.SA,GOL Lin Aere Pfd Rg
GRND3.SA,Grendene NM Rg
HBOR3.SA,Helbor NM Rg
HGTX3.SA,Cia Hering NM Rg
HYPE3.SA,Hypermarcas NM Rg
IGTA3.SA,Iguatemi Empresa Rg
ITSA4.SA,Itausa Pfd N1
ITUB4.SA,Itauunibanco Pfd Rg
JBSS3.SA,JBS NM Rg
JHSF3.SA,JHSF Part NM Rg
JSLG3.SA,JSL SA NM
KLBN11.SA,Klabin CDA
KROT3.SA,Kroton Educat NM
LAME3.SA,Lojas Americanas
LAME4.SA,Loja Americanas Pfd
LEVE3.SA,Mahle-Metal Leve NM
LIGT3.SA,Light NM Rg
LINX3.SA,Linx NM Rg
LREN3.SA,Lojas Renner NM Rg
MAGG3.SA,Magnesita SA NM Rg
MDIA3.SA,M Dias Branco NM Rg
MEAL3.SA,IMC Alimentacao
MGLU3.SA,Magazine Luiza N Rg
MILS3.SA,Mills NM Rg
MPLU3.SA,Multiplus NM Rg
MRFG3.SA,Marfrig Global NM
MRVE3.SA,MRV Engenharia N Rg
MULT3.SA,Multiplan Empr N Rg
MYPK3.SA,Iochpe Maxion NM Rg
NATU3.SA,Natura Cosmetics Rg
ODPV3.SA,Odontoprev NM Rg
OIBR3.SA,Oi N1
PCAR4.SA,Cia Bras Pfd Rg
PETR3.SA,Petrobras Rg
PETR4.SA,Petrobras Pfd Rg
POMO4.SA,Marcopolo Pfd Rg
PSSA3.SA,Porto Seguro NM Rg
QGEP3.SA,QGEP Participac  Rg
QUAL3.SA,Qualicorp NM Rg
RADL3.SA,Raia Drogasil NM Rg
RAIL3.SA,Rumo Rg
RAPT4.SA,Randon Part Pfd N1
RENT3.SA,Localiza Rent NM Rg
RLOG3.SA,Cosan Log NM Rg
SANB11.SA,Santander Br Uts N2
SBSP3.SA,Sabesp NM Rg
SCAR3.SA,Sao Carlos NM Rg
SEER3.SA,Ser Educacional  Rg
SLCE3.SA,SLC Agricola NM Rg
SMLE3.SA,Smiles NM Rg
SMTO3.SA,Sao Martinho NM Rg
SSBR3.SA,Sonae Sierra NM Rg
SULA11.SA,Sul America CDA N2
SUZB5.SA,Suzano Papel Pfd-A
TAEE11.SA,Tran Alianca CDA N2
TGMA3.SA,Tegma Gestao NM Rg
TIET11.SA,AES TIETE E Uts N2
TIMP3.SA,Tim Part NM Rg
TOTS3.SA,Totvs NM Rg
TRPL4.SA,Tran Paulist Pfd Rg
TUPY3.SA,Tupy NM
UGPA3.SA,Ultrapar NM Rg
USIM5.SA,Usiminas Pfd Rg-A
VALE3.SA,Vale N1
VALE5.SA,Vale Pfd-A N1
VIVT4.SA,Telef Brasil Pfd Rg
VLID3.SA,Valid Solucoes N Rg
VVAR11.SA,Via Varejo CDA N2
WEGE3.SA,Weg NM Rg
