Symbol,Name
ABX.TO,Barrick Gold Rg
AEM.TO,Agnico Eagle Min Rg
ATD.B.TO,Aliment Couche -B
BAM.A.TO,Brookfield LVtg-A
BCE.TO,BCE Rg
BMO.TO,Bk Of Montreal Rg
BNS.TO,Bk of Nova Scoti Rg
CM.TO,Cdn Imperial Ban Rg
CNQ.TO,Cdn Natural Res Rg
CNR.TO,Canadian Natl Rl Rg
CP.TO,CDN Pacific Rail Rg
CVE.TO,Cenovus Energy Rg
ENB.TO,Enbridge Rg
FFH.TO,Fairfax Finl Hldg
FNV.TO,Franco-Nevada Rg
G.TO,Goldcorp Rg
GIB.A.TO,CGI Group -A
GWO.TO,Great-West Lifec Rg
HSE.TO,Husky Energy Rg
IMO.TO,Imperial Oil Rg
L.TO,Loblaw Cos Rg
MFC.TO,Manulife Financi Rg
MG.TO,Magna Intl
NAN.TO,Natl Bk Canada Rg
POT.TO,Potash Saskatche Rg
PPL.TO,Pembina Pipeline Rg
PWF.TO,Power Fin Rg
QSR.TO,Restaurant Brand Rg
RCI.B.TO,Rogers Comm -B-
RY.TO,Royal Bank Canad Rg
SAP.TO,Saputo Rg
SLF.TO,Sun Life Financial
SLW.TO,Silver Wheaton Rg
SU.TO,Suncor Energy Rg
T.TO,Telus Rg
TD.TO,Toronto-Dominion Rg
TRI.TO,Thomson Reuters
TRP.TO,Transcanada Rg
WCN.TO,Waste Connection Rg
WN.TO,George Weston Rg
